@RELATION output

@attribute cake { t}
@attribute eclair { t}
@attribute tart { t}
@attribute pie { t}
@attribute cookie { t}
@attribute meringe { t}
@attribute croissant { t}
@attribute danish { t}
@attribute twist { t}
@attribute bearclaw { t}
@attribute lemonade { t}
@attribute juice { t}
@attribute tea { t}
@attribute water { t}
@attribute coffe { t}
@attribute frap { t}
@attribute soda { t}
@attribute espresso { t}
@data
?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,t,t,?,?,?,t,?,?,?,?,?,?
t,?,t,?,t,?,?,t,?,?,t,?,?,?,?,?,?,?
?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?
?,?,t,?,t,t,?,?,?,t,?,?,?,?,?,?,?,?
t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?
t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?
?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,t,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?
?,?,?,?,t,t,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,t,?
t,?,t,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t
t,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?
t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
t,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?
t,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,t,t,?,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t
t,?,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
?,t,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?
?,t,t,?,t,t,?,?,?,?,?,?,?,?,t,?,?,?
?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?
t,?,t,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?
?,t,t,?,?,t,?,?,?,t,?,?,?,?,?,?,?,?
?,t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,t,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?
t,?,t,?,t,t,?,?,?,t,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?
?,?,?,?,t,t,t,?,?,?,?,?,t,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
?,t,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,t,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?
t,?,?,?,t,?,?,t,?,?,?,t,?,?,?,?,?,?
?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,t,?,?,?,t,?,?,?,?,?,?
?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,t,?,t,?,?
t,?,t,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?
?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
?,t,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,t,?,?,t,t,?,?,?,?,?,?,?,?,t,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,t,t,?,?,?,?,?,?,t,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,t,t,?,?,?,?,t,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?
?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,t,t,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,t,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t,?,?,?,?,?,?,t,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
t,?,t,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?
t,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,t
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?
t,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
?,?,?,?,t,?,?,t,?,?,t,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
t,t,?,?,?,?,t,?,?,?,t,?,?,?,t,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
?,?,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,t,?,?,?,?,?,?,?,t,?,t,?,?,?
t,t,?,t,t,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?
?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,t,t,?,t,?,?
t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,t,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?
?,t,?,?,t,?,t,?,?,t,?,?,?,?,?,t,?,?
t,?,t,?,t,?,t,?,?,?,?,?,?,t,?,?,t,?
?,?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,t
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?
t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?
?,t,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,t,?,t,t,?,t,?,?,?,?,?,?,?,?,t,?,?
t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,t,?,?,?,t,t,?,t,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,t,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,?,t,?,?,t,?,t,?,t,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,t,?,?,?,t,?,t,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
t,?,t,t,t,?,?,?,?,?,?,t,?,?,?,?,?,?
t,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?
?,t,?,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,?,?,t,t,?,?,t,?,?,?,?,?,?,?,?,?
t,t,?,?,?,?,t,?,t,?,?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,t
?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,t,?,?,?,?,?,?,?,t,?,?,?
t,t,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?
t,?,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?
?,t,t,?,?,?,?,t,?,t,?,?,?,?,t,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?
?,?,t,?,t,?,?,?,t,?,?,?,?,?,?,t,?,?
?,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,t,?,?,?,?,?,?,t,?,?,t,t,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?
?,?,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,t,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,t,?,?,?,?,?,?,?,t,?,?,?,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
t,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,t,t,?,?,?,?,?,t,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?
?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,?,?,?,?,t,?,?,?,t,?,?,?,t,?,t
?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
t,?,?,?,?,?,t,t,?,t,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,t,?,?
?,t,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?
t,?,t,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
?,?,?,?,t,?,t,?,?,t,?,?,?,t,?,?,t,?
?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,t,?,t,?,?,?,?,t
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?
?,t,t,t,t,?,t,?,t,?,?,?,?,?,t,?,?,?
t,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,t,?
t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
?,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t
t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?
t,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?
t,?,t,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?
?,?,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
?,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
?,t,t,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
?,?,t,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
?,t,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?
?,?,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
?,t,t,t,t,?,?,?,?,?,?,?,t,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?
t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,?,t,?,t,?,?,?,?,t,?,?,?,?,?,t
t,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,?,t
?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,?,t,?
?,t,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?
t,t,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t
?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?
t,t,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?
?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t
?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,?,?,?
t,?,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?
t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?
t,t,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?
?,?,t,?,t,?,t,?,?,?,?,?,?,t,t,?,?,t
?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?
?,t,t,?,?,?,t,?,?,?,?,?,?,t,t,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?
